瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C)
156,堡林,2018-05-08,18.1
156,堡林,2018-05-09,16.8
156,堡林,2018-05-10,17
156,堡林,2018-05-11,17.8
156,堡林,2018-05-12,18.2
156,堡林,2018-05-13,18.5
156,堡林,2018-05-14,20.9
156,堡林,2018-05-15,23.9
156,堡林,2018-05-16,24.6
156,堡林,2018-05-17,24.4
156,堡林,2018-05-18,20.7
156,堡林,2018-05-19,18.2
156,堡林,2018-05-20,18.5
156,堡林,2018-05-21,18.6
156,堡林,2018-05-22,19.4
156,堡林,2018-05-23,19.1
156,堡林,2018-05-24,19.6
156,堡林,2018-05-25,21
156,堡林,2018-05-26,22.3
156,堡林,2018-05-27,21.8
156,堡林,2018-05-28,21.7
156,堡林,2018-05-29,23.6
156,堡林,2018-05-30,21.6
156,堡林,2018-05-31,20.1
156,堡林,2018-06-01,23.9
156,堡林,2018-06-02,25
156,堡林,2018-06-03,24.1
156,堡林,2018-06-04,22.9
156,堡林,2018-06-05,22.2
156,堡林,2018-06-06,23.7
156,堡林,2018-06-07,24.9
156,堡林,2018-06-08,22.5
156,堡林,2018-06-09,23.5
156,堡林,2018-06-10,22
156,堡林,2018-06-11,20.6
156,堡林,2018-06-12,21.4
156,堡林,2018-06-13,22.6
156,堡林,2018-06-14,22.8
156,堡林,2018-06-15,22.3
156,堡林,2018-06-16,22.4
156,堡林,2018-06-17,23.1
156,堡林,2018-06-18,24.9
156,堡林,2018-06-19,21.9
156,堡林,2018-06-20,22.9
156,堡林,2018-06-21,24.1
156,堡林,2018-06-22,25.1
156,堡林,2018-06-23,24.6
156,堡林,2018-06-24,26.4
156,堡林,2018-06-25,27
156,堡林,2018-06-26,25.7
156,堡林,2018-06-27,24.5
156,堡林,2018-06-28,22.8
156,堡林,2018-06-29,25.7
156,堡林,2018-06-30,23.1
156,堡林,2018-07-01,24.6
156,堡林,2018-07-02,25.7
156,堡林,2018-07-03,26.6
156,堡林,2018-07-04,26.7
156,堡林,2018-07-05,25.3
156,堡林,2018-07-06,23.5
156,堡林,2018-07-07,24.4
156,堡林,2018-07-08,24
156,堡林,2018-07-09,23.6
156,堡林,2018-07-10,27.1
156,堡林,2018-07-11,27.8
156,堡林,2018-07-12,29.1
156,堡林,2018-07-13,28.6
156,堡林,2018-07-14,28.8
156,堡林,2018-07-15,29.5
156,堡林,2018-07-16,29.1
156,堡林,2018-07-17,29.2
156,堡林,2018-07-18,29.3
156,堡林,2018-07-19,29.5
156,堡林,2018-07-20,30.8
156,堡林,2018-07-21,30.5
156,堡林,2018-07-22,29.5
156,堡林,2018-07-23,29.7
156,堡林,2018-07-24,30.5
156,堡林,2018-07-25,30.2
156,堡林,2018-07-26,30.4
156,堡林,2018-07-27,31
156,堡林,2018-07-28,30.4
156,堡林,2018-07-29,31.4
156,堡林,2018-07-30,30.3
156,堡林,2018-07-31,31
156,堡林,2018-08-01,31.5
156,堡林,2018-08-02,32
156,堡林,2018-08-03,30.3
156,堡林,2018-08-04,30.3
156,堡林,2018-08-05,30.1
156,堡林,2018-08-06,30.8
156,堡林,2018-08-07,30
156,堡林,2018-08-08,30.9
156,堡林,2018-08-09,30.3
156,堡林,2018-08-10,28.9
156,堡林,2018-08-11,28.9
156,堡林,2018-08-12,29.3
156,堡林,2018-08-13,30.7
156,堡林,2018-08-14,31.2
156,堡林,2018-08-15,30.8
156,堡林,2018-08-16,28.9
156,堡林,2018-08-17,26.9
156,堡林,2018-08-18,26.1
156,堡林,2018-08-19,27.2
156,堡林,2018-08-20,27.2
156,堡林,2018-08-21,28.5
156,堡林,2018-08-22,30.2
156,堡林,2018-08-23,26.6
156,堡林,2018-08-24,25.4
156,堡林,2018-08-25,24.9
156,堡林,2018-08-26,23.6
156,堡林,2018-08-27,24.7
156,堡林,2018-08-28,27.2
156,堡林,2018-08-29,27.4
156,堡林,2018-08-30,25.7
156,堡林,2018-08-31,24.5
156,堡林,2018-09-01,24.3
156,堡林,2018-09-02,23.8
156,堡林,2018-09-03,25.6
156,堡林,2018-09-04,24
156,堡林,2018-09-05,24.3
156,堡林,2018-09-06,23.3
156,堡林,2018-09-07,21.2
156,堡林,2018-09-08,20.2
156,堡林,2018-09-09,21.2
156,堡林,2018-09-10,21.8
156,堡林,2018-09-11,20.3
156,堡林,2018-09-12,22.6
156,堡林,2018-09-13,22.2
156,堡林,2018-09-14,22.7
156,堡林,2018-09-15,23.3
156,堡林,2018-09-16,23.5
156,堡林,2018-09-17,22.8
156,堡林,2018-09-18,22.3
156,堡林,2018-09-19,20.7
156,堡林,2018-09-20,21.3
156,堡林,2018-09-21,20.2
156,堡林,2018-09-22,21.2
156,堡林,2018-09-23,19.6
156,堡林,2018-09-24,17.9
156,堡林,2018-09-25,18.2
156,堡林,2018-09-26,19.6
156,堡林,2018-09-27,19.1
156,堡林,2018-09-28,19.8
156,堡林,2018-09-29,20.6
156,堡林,2018-09-30,19.3
156,堡林,2018-10-01,17.7
156,堡林,2018-10-02,17.4
156,堡林,2018-10-03,17.2
156,堡林,2018-10-04,18.9
156,堡林,2018-10-05,17.8
156,堡林,2018-10-06,18.6
156,堡林,2018-10-07,18
156,堡林,2018-10-08,16.4
156,堡林,2018-10-09,16.2
156,堡林,2018-10-10,14.5
156,堡林,2018-10-11,12.3
156,堡林,2018-10-12,12.4
156,堡林,2018-10-13,13
156,堡林,2018-10-14,14.5
156,堡林,2018-10-15,15.9
156,堡林,2018-10-16,14.4
156,堡林,2018-10-17,14
156,堡林,2018-10-18,12.4
156,堡林,2018-10-19,13.4
156,堡林,2018-10-20,13.6
156,堡林,2018-10-21,14
156,堡林,2018-10-22,14.7
156,堡林,2018-10-23,14.2
156,堡林,2018-10-24,14.1
156,堡林,2018-10-25,14.6
156,堡林,2018-10-26,13.3
156,堡林,2018-10-27,11
156,堡林,2018-10-28,13.2
156,堡林,2018-10-29,12.2
156,堡林,2018-10-30,9.7
156,堡林,2018-10-31,9
156,堡林,2018-11-01,9.3
156,堡林,2018-11-02,11.4
156,堡林,2018-11-03,11.8
156,堡林,2018-11-04,11.9
156,堡林,2018-11-05,12.7
156,堡林,2018-11-06,13.2
156,堡林,2018-11-07,13.5
156,堡林,2018-11-08,15
156,堡林,2018-11-09,12.6
156,堡林,2018-11-10,11.7
156,堡林,2018-11-11,10.9
156,堡林,2018-11-12,10.3
156,堡林,2018-11-13,9.4
156,堡林,2018-11-14,10
156,堡林,2018-11-15,11.1
156,堡林,2018-11-16,10.2
156,堡林,2018-11-17,9
156,堡林,2018-11-18,7.4
156,堡林,2018-11-19,8.7
156,堡林,2018-11-20,8.6
156,堡林,2018-11-21,7.9
156,堡林,2018-11-22,6.2
156,堡林,2018-11-23,5.5
156,堡林,2018-11-24,7.7
156,堡林,2018-11-25,8.3
156,堡林,2018-11-26,8.7
156,堡林,2018-11-27,10.1
156,堡林,2018-11-28,8.4
156,堡林,2018-11-29,8
156,堡林,2018-11-30,7.9
156,堡林,2018-12-01,7.9
156,堡林,2018-12-02,12.4
156,堡林,2018-12-03,14.8
156,堡林,2018-12-04,10.5
156,堡林,2018-12-05,4.8
156,堡林,2018-12-06,4.1
156,堡林,2018-12-07,-1.2
156,堡林,2018-12-08,-2.8
156,堡林,2018-12-09,-2.3
156,堡林,2018-12-10,.6
156,堡林,2018-12-11,1.5
156,堡林,2018-12-12,1.3
156,堡林,2018-12-13,2.1
156,堡林,2018-12-14,.5
156,堡林,2018-12-15,1
156,堡林,2018-12-16,2.4
156,堡林,2018-12-17,4.4
156,堡林,2018-12-18,4.7
156,堡林,2018-12-19,6.5
156,堡林,2018-12-20,8.2
156,堡林,2018-12-21,8.4
156,堡林,2018-12-22,8.8
156,堡林,2018-12-23,6.2
156,堡林,2018-12-24,1.8
156,堡林,2018-12-25,3
156,堡林,2018-12-26,3.8
156,堡林,2018-12-27,-3.2
156,堡林,2018-12-28,-4.9
156,堡林,2018-12-29,-3.3
156,堡林,2018-12-30,-2.4
156,堡林,2018-12-31,-1.8
156,堡林,2019-01-01,0
156,堡林,2019-01-02,-.1
156,堡林,2019-01-03,.5
156,堡林,2019-01-04,.7
156,堡林,2019-01-05,2
156,堡林,2019-01-06,.6
156,堡林,2019-01-07,1.2
156,堡林,2019-01-08,.8
156,堡林,2019-01-09,-.9
156,堡林,2019-01-10,2
156,堡林,2019-01-11,4.2
156,堡林,2019-01-12,4.6
156,堡林,2019-01-13,3.3
156,堡林,2019-01-14,2.3
156,堡林,2019-01-15,2
156,堡林,2019-01-16,-2.1
156,堡林,2019-01-17,1.1
156,堡林,2019-01-18,2.4
156,堡林,2019-01-19,3.6
156,堡林,2019-01-20,2.2
156,堡林,2019-01-21,2.1
156,堡林,2019-01-22,3.4
156,堡林,2019-01-23,4.4
156,堡林,2019-01-24,2.8
156,堡林,2019-01-25,.9
156,堡林,2019-01-26,-.5
156,堡林,2019-01-27,.9
156,堡林,2019-01-28,3.4
156,堡林,2019-01-29,2.1
156,堡林,2019-01-30,4.1
156,堡林,2019-01-31,.4
156,堡林,2019-02-01,-.2
156,堡林,2019-02-02,3.8
156,堡林,2019-02-03,7.3
156,堡林,2019-02-04,4
156,堡林,2019-02-05,5.4
156,堡林,2019-02-06,7.3
156,堡林,2019-02-07,2.5
156,堡林,2019-02-08,-.9
156,堡林,2019-02-09,-1.1
156,堡林,2019-02-10,-1.2
156,堡林,2019-02-11,-.1
156,堡林,2019-02-12,1.5
156,堡林,2019-02-13,1.9
156,堡林,2019-02-14,2.3
156,堡林,2019-02-15,2.5
156,堡林,2019-02-16,.3
156,堡林,2019-02-17,1.1
156,堡林,2019-02-18,2.6
156,堡林,2019-02-19,3.9
156,堡林,2019-02-20,3.4
156,堡林,2019-02-21,4.2
156,堡林,2019-02-22,5.4
156,堡林,2019-02-23,7.2
156,堡林,2019-02-24,8
156,堡林,2019-02-25,6.6
156,堡林,2019-02-26,6.8
156,堡林,2019-02-27,8
156,堡林,2019-02-28,8.1
156,堡林,2019-03-01,6.7
156,堡林,2019-03-02,9.6
156,堡林,2019-03-03,11.2
156,堡林,2019-03-04,9.3
156,堡林,2019-03-05,9
156,堡林,2019-03-06,10
156,堡林,2019-03-07,6.5
156,堡林,2019-03-08,7
156,堡林,2019-03-09,9.2
156,堡林,2019-03-10,8.3
156,堡林,2019-03-11,6.1
156,堡林,2019-03-12,5.9
156,堡林,2019-03-13,5
156,堡林,2019-03-14,6.9
156,堡林,2019-03-15,7.5
156,堡林,2019-03-16,7.3
156,堡林,2019-03-17,8.1
156,堡林,2019-03-18,8.7
156,堡林,2019-03-19,11.1
156,堡林,2019-03-20,12.5
156,堡林,2019-03-21,8.1
156,堡林,2019-03-22,5.1
156,堡林,2019-03-23,4.8
156,堡林,2019-03-24,5.3
156,堡林,2019-03-25,7.4
156,堡林,2019-03-26,12.1
156,堡林,2019-03-27,14
156,堡林,2019-03-28,12.9
156,堡林,2019-03-29,12.2
156,堡林,2019-03-30,7.5
156,堡林,2019-03-31,5.9
156,堡林,2019-04-01,7.5
156,堡林,2019-04-02,8.2
156,堡林,2019-04-03,7.7
156,堡林,2019-04-04,9.6
156,堡林,2019-04-05,11.8
156,堡林,2019-04-06,13.4
156,堡林,2019-04-07,12.6
156,堡林,2019-04-08,13.6
156,堡林,2019-04-09,10.7
156,堡林,2019-04-10,7.9
156,堡林,2019-04-11,10.1
156,堡林,2019-04-12,11.5
156,堡林,2019-04-13,12.4
156,堡林,2019-04-14,10.9
156,堡林,2019-04-15,11.9
156,堡林,2019-04-16,15.2
156,堡林,2019-04-17,15.7
156,堡林,2019-04-18,16.3
156,堡林,2019-04-19,15.9
156,堡林,2019-04-20,17.1
156,堡林,2019-04-21,17.8
156,堡林,2019-04-22,20.3
156,堡林,2019-04-23,17.1
156,堡林,2019-04-24,18
156,堡林,2019-04-25,14.8
156,堡林,2019-04-26,9.5
156,堡林,2019-04-27,13
156,堡林,2019-04-28,13.4
156,堡林,2019-04-29,12
156,堡林,2019-04-30,15
156,堡林,2019-05-01,14.4
156,堡林,2019-05-02,15.4
156,堡林,2019-05-03,18
156,堡林,2019-05-04,19.6
156,堡林,2019-05-05,19.6
156,堡林,2019-05-06,14
156,堡林,2019-05-07,14.5
156,堡林,2019-05-08,15.3
156,堡林,2019-05-09,17.3
156,堡林,2019-05-10,18.6
156,堡林,2019-05-11,19.6
156,堡林,2019-05-12,21.1
156,堡林,2019-05-13,20.4
156,堡林,2019-05-14,22.3
156,堡林,2019-05-15,23.2
156,堡林,2019-05-16,23.3
156,堡林,2019-05-17,21.2
156,堡林,2019-05-18,18.7
156,堡林,2019-05-19,20.9
156,堡林,2019-05-20,16.3
156,堡林,2019-05-21,17.1
156,堡林,2019-05-22,20.2
156,堡林,2019-05-23,22.2
156,堡林,2019-05-24,23.6
156,堡林,2019-05-25,23
156,堡林,2019-05-26,22.6
156,堡林,2019-05-27,17.7
156,堡林,2019-05-28,17.3
156,堡林,2019-05-29,19.8
156,堡林,2019-05-30,20.4
156,堡林,2019-05-31,17.7
156,堡林,2019-06-01,19.6
156,堡林,2019-06-02,21.8
156,堡林,2019-06-03,23.1
156,堡林,2019-06-04,23.9
156,堡林,2019-06-05,24.3
156,堡林,2019-06-06,21.8
156,堡林,2019-06-07,19.3
156,堡林,2019-06-08,20.8
156,堡林,2019-06-09,21.4
156,堡林,2019-06-10,19.1
156,堡林,2019-06-11,18.4
156,堡林,2019-06-12,20.3
156,堡林,2019-06-13,21.8
156,堡林,2019-06-14,19.9
156,堡林,2019-06-15,20.4
156,堡林,2019-06-16,20.7
156,堡林,2019-06-17,22
156,堡林,2019-06-18,22.3
156,堡林,2019-06-19,23.5
156,堡林,2019-06-20,23.5
156,堡林,2019-06-21,23.7
156,堡林,2019-06-22,22.1
156,堡林,2019-06-23,22.8
156,堡林,2019-06-24,23.7
156,堡林,2019-06-25,24.8
156,堡林,2019-06-26,20.8
156,堡林,2019-06-27,24.5
156,堡林,2019-06-28,24.3
156,堡林,2019-06-29,21.8
156,堡林,2019-06-30,23.8
156,堡林,2019-07-01,22.6
156,堡林,2019-07-02,23.9
156,堡林,2019-07-03,23.3
156,堡林,2019-07-04,25.2
156,堡林,2019-07-05,26.5
156,堡林,2019-07-06,26.9
156,堡林,2019-07-07,23.9
156,堡林,2019-07-08,23.4
156,堡林,2019-07-09,23.9
156,堡林,2019-07-10,20.9
156,堡林,2019-07-11,23.3
156,堡林,2019-07-12,24.4
156,堡林,2019-07-13,23.6
156,堡林,2019-07-14,25.1
156,堡林,2019-07-15,25.2
156,堡林,2019-07-16,24.6
156,堡林,2019-07-17,25.3
156,堡林,2019-07-18,23.6
156,堡林,2019-07-19,24.8
156,堡林,2019-07-20,24.2
156,堡林,2019-07-21,24.7
156,堡林,2019-07-22,27
156,堡林,2019-07-23,27.7
156,堡林,2019-07-24,26.9
156,堡林,2019-07-25,27.6
156,堡林,2019-07-26,27.4
156,堡林,2019-07-27,26.4
156,堡林,2019-07-28,27.1
156,堡林,2019-07-29,28.3
156,堡林,2019-07-30,28.4
156,堡林,2019-07-31,29
156,堡林,2019-08-01,29.2
156,堡林,2019-08-02,29.3
156,堡林,2019-08-03,29.6
156,堡林,2019-08-04,29.7
156,堡林,2019-08-05,29.3
156,堡林,2019-08-06,29
156,堡林,2019-08-07,29
156,堡林,2019-08-08,28.6
156,堡林,2019-08-09,29.3
156,堡林,2019-08-10,29.7
156,堡林,2019-08-11,28.1
156,堡林,2019-08-12,27.9
156,堡林,2019-08-13,29.5
156,堡林,2019-08-14,29.9
156,堡林,2019-08-15,27.6
156,堡林,2019-08-16,26.5
156,堡林,2019-08-17,26.9
156,堡林,2019-08-18,26.2
156,堡林,2019-08-19,26.6
156,堡林,2019-08-20,27.2
156,堡林,2019-08-21,26.7
156,堡林,2019-08-22,26.7
156,堡林,2019-08-23,25.6
156,堡林,2019-08-24,24
156,堡林,2019-08-25,23.4
156,堡林,2019-08-26,25.2
156,堡林,2019-08-27,22.9
156,堡林,2019-08-28,24.1
156,堡林,2019-08-29,23
156,堡林,2019-08-30,23.6
156,堡林,2019-08-31,23.4
156,堡林,2019-09-01,22.1
156,堡林,2019-09-02,21.1
156,堡林,2019-09-03,22.6
156,堡林,2019-09-04,24.4
156,堡林,2019-09-05,24.9
156,堡林,2019-09-06,25.6
156,堡林,2019-09-07,24.7
156,堡林,2019-09-08,24.7
156,堡林,2019-09-09,24.6
156,堡林,2019-09-10,26.7
156,堡林,2019-09-11,26.7
156,堡林,2019-09-12,22.3
156,堡林,2019-09-13,23.7
156,堡林,2019-09-14,24
156,堡林,2019-09-15,24.9
156,堡林,2019-09-16,24.6
156,堡林,2019-09-17,23.7
156,堡林,2019-09-18,22.2
156,堡林,2019-09-19,20.6
156,堡林,2019-09-20,20.6
156,堡林,2019-09-21,17.9
156,堡林,2019-09-22,18.4
156,堡林,2019-09-23,19.4
156,堡林,2019-09-24,19.3
156,堡林,2019-09-25,19.7
156,堡林,2019-09-26,21.8
156,堡林,2019-09-27,23.3
156,堡林,2019-09-28,24.2
156,堡林,2019-09-29,24.4
156,堡林,2019-09-30,23.5
156,堡林,2019-10-01,20.7
156,堡林,2019-10-02,20.8
156,堡林,2019-10-03,22.1
156,堡林,2019-10-04,22.4
156,堡林,2019-10-05,18.4
156,堡林,2019-10-06,19.2
156,堡林,2019-10-07,16.6
156,堡林,2019-10-08,17
156,堡林,2019-10-09,15.2
156,堡林,2019-10-10,16.9
156,堡林,2019-10-11,19.6
156,堡林,2019-10-12,20
156,堡林,2019-10-13,18.2
156,堡林,2019-10-14,15.2
156,堡林,2019-10-15,14
156,堡林,2019-10-16,15.5
156,堡林,2019-10-17,15.6
156,堡林,2019-10-18,17.1
156,堡林,2019-10-19,17.3
156,堡林,2019-10-20,17.2
156,堡林,2019-10-21,17.5
156,堡林,2019-10-22,18
156,堡林,2019-10-23,17.7
156,堡林,2019-10-24,18.3
156,堡林,2019-10-25,17.7
156,堡林,2019-10-26,13.5
156,堡林,2019-10-27,12.3
156,堡林,2019-10-28,13.1
156,堡林,2019-10-29,14.9
156,堡林,2019-10-30,12.9
156,堡林,2019-10-31,13.8
156,堡林,2019-11-01,15.6
156,堡林,2019-11-02,15.7
156,堡林,2019-11-03,15.5
156,堡林,2019-11-04,14.7
156,堡林,2019-11-05,13.9
156,堡林,2019-11-06,12.8
156,堡林,2019-11-07,12.2
156,堡林,2019-11-08,9.5
156,堡林,2019-11-09,10.6
156,堡林,2019-11-10,10.8
156,堡林,2019-11-11,13
156,堡林,2019-11-12,12.2
156,堡林,2019-11-13,10.3
156,堡林,2019-11-14,5.9
156,堡林,2019-11-15,9.1
156,堡林,2019-11-16,13.4
156,堡林,2019-11-17,16.2
156,堡林,2019-11-18,9.8
156,堡林,2019-11-19,6.3
156,堡林,2019-11-20,4.9
156,堡林,2019-11-21,8.1
156,堡林,2019-11-22,12.5
156,堡林,2019-11-23,14.2
156,堡林,2019-11-24,15.1
156,堡林,2019-11-25,5.6
156,堡林,2019-11-26,8.9
156,堡林,2019-11-27,7.7
156,堡林,2019-11-28,6.2
156,堡林,2019-11-29,5.6
156,堡林,2019-11-30,7.3
156,堡林,2019-12-01,6.6
156,堡林,2019-12-02,5.2
156,堡林,2019-12-03,4.3
156,堡林,2019-12-04,6.1
156,堡林,2019-12-05,2.5
156,堡林,2019-12-06,-1.2
156,堡林,2019-12-07,2.8
156,堡林,2019-12-08,4.5
156,堡林,2019-12-09,4.5
156,堡林,2019-12-10,8.5
156,堡林,2019-12-11,8
156,堡林,2019-12-12,3.9
156,堡林,2019-12-13,3.6
156,堡林,2019-12-14,5.3
156,堡林,2019-12-15,8.1
156,堡林,2019-12-16,10.2
156,堡林,2019-12-17,8.8
156,堡林,2019-12-18,4.9
156,堡林,2019-12-19,3.2
156,堡林,2019-12-20,2.8
156,堡林,2019-12-21,2.5
156,堡林,2019-12-22,5.5
156,堡林,2019-12-23,5.2
156,堡林,2019-12-24,5.4
156,堡林,2019-12-25,6.8
156,堡林,2019-12-26,5.7
156,堡林,2019-12-27,3
156,堡林,2019-12-28,3.4
156,堡林,2019-12-29,4.2
156,堡林,2019-12-30,6.5
156,堡林,2019-12-31,-2.2
156,堡林,2020-01-01,-.3
156,堡林,2020-01-02,2.6
156,堡林,2020-01-03,3.8
156,堡林,2020-01-04,3.4
156,堡林,2020-01-05,4.9
156,堡林,2020-01-06,7.1
156,堡林,2020-01-07,13.1
156,堡林,2020-01-08,5
156,堡林,2020-01-09,3.2
156,堡林,2020-01-10,2.8
156,堡林,2020-01-11,3.6
156,堡林,2020-01-12,3.4
156,堡林,2020-01-13,2.3
156,堡林,2020-01-14,2
156,堡林,2020-01-15,.9
156,堡林,2020-01-16,2.3
156,堡林,2020-01-17,2.6
156,堡林,2020-01-18,2.2
156,堡林,2020-01-19,3
156,堡林,2020-01-20,4
156,堡林,2020-01-21,3.6
156,堡林,2020-01-22,5.4
156,堡林,2020-01-23,7.5
156,堡林,2020-01-24,7.1
156,堡林,2020-01-25,7.4
156,堡林,2020-01-26,8.2
156,堡林,2020-01-27,6
156,堡林,2020-01-28,7.3
156,堡林,2020-01-29,6.6
156,堡林,2020-01-30,5.9
156,堡林,2020-01-31,4.3
156,堡林,2020-02-01,3.9
156,堡林,2020-02-02,4
156,堡林,2020-02-03,2
156,堡林,2020-02-04,2.1
156,堡林,2020-02-05,-1.7
156,堡林,2020-02-06,-2.2
156,堡林,2020-02-07,1.1
156,堡林,2020-02-08,3
156,堡林,2020-02-09,2.5
156,堡林,2020-02-10,5.6
156,堡林,2020-02-11,7.8
156,堡林,2020-02-12,9.9
156,堡林,2020-02-13,8.4
156,堡林,2020-02-14,11.3
156,堡林,2020-02-15,10.8
156,堡林,2020-02-16,1.3
156,堡林,2020-02-17,-2
156,堡林,2020-02-18,.5
156,堡林,2020-02-19,3.7
156,堡林,2020-02-20,7.6
156,堡林,2020-02-21,9.3
156,堡林,2020-02-22,7.2
156,堡林,2020-02-23,5
156,堡林,2020-02-24,8.3
156,堡林,2020-02-25,12.4
156,堡林,2020-02-26,8.8
156,堡林,2020-02-27,7.2
156,堡林,2020-02-28,6.9
156,堡林,2020-02-29,9.3
156,堡林,2020-03-01,6.9
156,堡林,2020-03-02,6
156,堡林,2020-03-03,7.8
156,堡林,2020-03-04,4.9
156,堡林,2020-03-05,3.7
156,堡林,2020-03-06,5.7
156,堡林,2020-03-07,5.7
156,堡林,2020-03-08,9.6
156,堡林,2020-03-09,9.4
156,堡林,2020-03-10,6.7
156,堡林,2020-03-11,5.6
156,堡林,2020-03-12,7.5
156,堡林,2020-03-13,8
156,堡林,2020-03-14,5.9
156,堡林,2020-03-15,7
156,堡林,2020-03-16,5.4
156,堡林,2020-03-17,9.2
156,堡林,2020-03-18,12.5
156,堡林,2020-03-19,10.3
156,堡林,2020-03-20,10.6
156,堡林,2020-03-21,14.2
156,堡林,2020-03-22,14.6
156,堡林,2020-03-23,10.8
156,堡林,2020-03-24,11.4
156,堡林,2020-03-25,14.2
156,堡林,2020-03-26,13.7
156,堡林,2020-03-27,10.5
156,堡林,2020-03-28,7.3
156,堡林,2020-03-29,9
156,堡林,2020-03-30,11.9
156,堡林,2020-03-31,12.8
156,堡林,2020-04-01,10.7
156,堡林,2020-04-02,10.6
156,堡林,2020-04-03,10.9
156,堡林,2020-04-04,8.9
156,堡林,2020-04-05,7.8
156,堡林,2020-04-06,9.6
156,堡林,2020-04-07,12.1
156,堡林,2020-04-08,11.1
156,堡林,2020-04-09,9.8
156,堡林,2020-04-10,10.7
156,堡林,2020-04-11,7.8
156,堡林,2020-04-12,8.6
156,堡林,2020-04-13,9.5
156,堡林,2020-04-14,12.5
156,堡林,2020-04-15,12.9
156,堡林,2020-04-16,14.6
156,堡林,2020-04-17,13.4
156,堡林,2020-04-18,13
156,堡林,2020-04-19,11.5
156,堡林,2020-04-20,11.6
156,堡林,2020-04-21,10
156,堡林,2020-04-22,8.8
156,堡林,2020-04-23,9.5
156,堡林,2020-04-24,11.2
156,堡林,2020-04-25,14.2
156,堡林,2020-04-26,13
156,堡林,2020-04-27,12.8
156,堡林,2020-04-28,13.4
156,堡林,2020-04-29,15.7
156,堡林,2020-04-30,18.4
156,堡林,2020-05-01,21.6
156,堡林,2020-05-02,20.6
156,堡林,2020-05-03,19.1
156,堡林,2020-05-04,19.5
156,堡林,2020-05-05,17.9
156,堡林,2020-05-06,21.6
156,堡林,2020-05-07,19.9
156,堡林,2020-05-08,18.1
156,堡林,2020-05-09,17
156,堡林,2020-05-10,15
156,堡林,2020-05-11,18.8
156,堡林,2020-05-12,16.7
156,堡林,2020-05-13,16.9
156,堡林,2020-05-14,19.8
156,堡林,2020-05-15,18.2
156,堡林,2020-05-16,19.1
156,堡林,2020-05-17,20.6
156,堡林,2020-05-18,18.8
156,堡林,2020-05-19,13.5
156,堡林,2020-05-20,15.7
156,堡林,2020-05-21,18.1
156,堡林,2020-05-22,19.6
156,堡林,2020-05-23,20.2
156,堡林,2020-05-24,18.3
156,堡林,2020-05-25,18.5
156,堡林,2020-05-26,18.9
156,堡林,2020-05-27,19.5
156,堡林,2020-05-28,18.6
156,堡林,2020-05-29,21.3
156,堡林,2020-05-30,22.1
156,堡林,2020-05-31,20.1
156,堡林,2020-06-01,21.1
156,堡林,2020-06-02,21.3
156,堡林,2020-06-03,22.7
156,堡林,2020-06-04,24.9
156,堡林,2020-06-05,25
156,堡林,2020-06-06,24
156,堡林,2020-06-07,24.3
156,堡林,2020-06-08,26
156,堡林,2020-06-09,26.7
156,堡林,2020-06-10,24.9
156,堡林,2020-06-11,25.4
156,堡林,2020-06-12,25.4
156,堡林,2020-06-13,23.9
156,堡林,2020-06-14,23.1
156,堡林,2020-06-15,23.5
156,堡林,2020-06-16,24
156,堡林,2020-06-17,22.2
156,堡林,2020-06-18,18.3
156,堡林,2020-06-19,22.2
156,堡林,2020-06-20,22.9
156,堡林,2020-06-21,24.2
156,堡林,2020-06-22,24.5
156,堡林,2020-06-23,25.4
156,堡林,2020-06-24,23.1
156,堡林,2020-06-25,22.2
156,堡林,2020-06-26,23.8
156,堡林,2020-06-27,25.1
156,堡林,2020-06-28,25
156,堡林,2020-06-29,21.4
156,堡林,2020-06-30,20
156,堡林,2020-07-01,22.1
156,堡林,2020-07-02,23.1
156,堡林,2020-07-03,20.3
156,堡林,2020-07-04,20.1
156,堡林,2020-07-05,22.5
156,堡林,2020-07-06,22.9
156,堡林,2020-07-07,25.3
156,堡林,2020-07-08,24.8
156,堡林,2020-07-09,25
156,堡林,2020-07-10,24.7
156,堡林,2020-07-11,24.9
156,堡林,2020-07-12,21.9
156,堡林,2020-07-13,21.5
156,堡林,2020-07-14,19.5
156,堡林,2020-07-15,19.8
156,堡林,2020-07-16,22.7
156,堡林,2020-07-17,24.4
156,堡林,2020-07-18,23.7
156,堡林,2020-07-19,26.2
156,堡林,2020-07-20,24.8
156,堡林,2020-07-21,24.7
156,堡林,2020-07-22,23
156,堡林,2020-07-23,22.8
156,堡林,2020-07-24,20.9
156,堡林,2020-07-25,22
156,堡林,2020-07-26,23.3
156,堡林,2020-07-27,23.2
156,堡林,2020-07-28,25
156,堡林,2020-07-29,24.9
156,堡林,2020-07-30,26.8
156,堡林,2020-07-31,27.4
156,堡林,2020-08-01,26.3
156,堡林,2020-08-02,27.4
156,堡林,2020-08-03,27.7
156,堡林,2020-08-04,28.5
156,堡林,2020-08-05,28.2
156,堡林,2020-08-06,25.5
156,堡林,2020-08-07,24.5
156,堡林,2020-08-08,25
156,堡林,2020-08-09,27.7
156,堡林,2020-08-10,25.8
156,堡林,2020-08-11,26.9
156,堡林,2020-08-12,27.6
156,堡林,2020-08-13,28.4
156,堡林,2020-08-14,28.9
156,堡林,2020-08-15,28.6
